Chrlevel	Year	ContigN50	Platform	Genome_num
yes	2023/3/27	1118.78 	Other_TGS	1
yes	2021/8/3	1114.00 	Other_TGS	1
yes	2020/5/25	1114.00 	Other_TGS	1
no	2017/3/27	1110.00 	Other_TGS	1
yes	2022/12/27	1110.00 	Other_TGS	1
yes	2020/4/7	1100.00 	Other_TGS	1
yes	2022/10/3	1100.00 	Other_TGS	1
yes	2017/5/4	1100.00 	Other_TGS	1
yes	2018/12/6	1100.00 	Other_TGS	1
no	2021/6/2	1100.00 	Other_TGS	1
yes	2023/5/9	1100.00 	HiFi	1
yes	2020/3/2	1100.00 	Other_TGS	1
yes	2020/5/1	1100.00 	Other_TGS	1
yes	2023/7/14	1100.00 	Other_TGS	1
no	2023/4/1	1095.00 	Other_TGS	1
yes	2022/5/27	1080.00 	Other_TGS	1
yes	2020/5/20	1080.00 	Other_TGS	1
no	2021/6/28	1071.00 	Other_TGS	1
yes	2022/12/10	1068.93 	Other_TGS	1
yes	2022/8/17	1053.47 	Other_TGS	1
yes	2022/1/1	1050.00 	Other_TGS	1
no	2021/6/28	1023.00 	Other_TGS	1
yes	2019/11/18	1020.00 	Other_TGS	1
no	2023/6/28	1010.00 	Other_TGS	1
yes	2022/1/1	1010.00 	Other_TGS	1
yes	2018/7/30	1010.00 	Other_TGS	1
yes	2020/8/13	1010.00 	Other_TGS	1
yes	2022/1/10	1002.00 	Other_TGS	1
no	2022/2/5	1001.00 	Other_TGS	1
yes	2021/7/18	1000.00 	Other_TGS	1
no	2018/5/10	1000.00 	Other_TGS	1
yes	2020/6/18	1000.00 	Other_TGS	1
yes	2021/2/1	990.00 	Other_TGS	1
yes	2020/12/16	986.00 	Other_TGS	1
yes	2022/2/5	966.90 	Other_TGS	1
no	2018/7/2	964.70 	Other_TGS	1
yes	2022/7/14	961.58 	Other_TGS	1
no	2021/6/28	955.00 	Other_TGS	1
no	2023/8/22	953.45 	Other_TGS	1
yes	2021/12/29	951.00 	Other_TGS	1
yes	2022/2/5	946.90 	Other_TGS	1
no	2018/1/22	946.00 	Other_TGS	1
yes	2020/12/1	945.80 	Other_TGS	1
no	2019/9/12	944.00 	Other_TGS	1
yes	2019/7/5	930.00 	Other_TGS	1
yes	2020/7/2	930.00 	Other_TGS	1
yes	2022/5/5	924.00 	HiFi	1
yes	2023/7/26	910.00 	Other_TGS	1
no	2020/10/8	908.00 	Other_TGS	1
yes	2021/10/25	908.00 	Other_TGS	1
yes	2021/6/7	907.00 	Other_TGS	1
yes	2022/12/6	906.00 	HiFi	1
yes	2018/9/11	900.00 	Other_TGS	1
yes	2021/7/18	900.00 	Other_TGS	1
yes	2019/10/15	897.20 	Other_TGS	1
yes	2022/11/4	892.05 	Other_TGS	1
yes	2022/11/4	892.05 	Other_TGS	1
yes	2019/12/18	890.84 	Other_TGS	1
yes	2021/2/23	881.20 	Other_TGS	1
yes	2021/6/16	872.00 	Other_TGS	1
no	2022/2/5	872.00 	Other_TGS	1
yes	2022/11/14	871.79 	Other_TGS	1
yes	2023/2/1	870.00 	Other_TGS	1
yes	2022/4/7	870.00 	Other_TGS	1
no	2019/10/16	858.00 	Other_TGS	1
yes	2021/6/29	852.40 	Other_TGS	1
no	2023/10/23	848.46 	Other_TGS	1
yes	2023/10/26	844.00 	Other_TGS	1
yes	2021/1/30	844.00 	Other_TGS	1
yes	2020/9/27	842.80 	Other_TGS	1
yes	2022/7/15	836.61 	Other_TGS	1
no	2021/8/7	835.80 	Other_TGS	1
no	2019/9/17	831.00 	Other_TGS	1
yes	2021/5/18	828.00 	Other_TGS	1
yes	2021/11/22	824.14 	Other_TGS	1
yes	2019/12/5	823.00 	Other_TGS	1
yes	2021/5/5	820.44 	Other_TGS	1
yes	2020/7/13	807.00 	Other_TGS	1
yes	2021/6/2	806.60 	Other_TGS	1
yes	2023/2/2	804.25 	Other_TGS	1
no	2019/7/23	801.00 	Other_TGS	1
no	2020/2/10	796.00 	Other_TGS	1
yes	2019/7/15	791.00 	Other_TGS	1
yes	2020/11/23	790.58 	Other_TGS	1
yes	2020/8/9	786.13 	Other_TGS	1
yes	2021/2/11	784.56 	Other_TGS	1
yes	2020/4/20	783.90 	Other_TGS	1
no	2020/3/16	778.00 	NGS	1
yes	2020/8/9	773.17 	Other_TGS	1
yes	2022/1/3	752.00 	Other_TGS	1
yes	2021/2/11	751.26 	Other_TGS	1
no	2021/7/22	734.00 	Other_TGS	1
yes	2022/7/16	733.89 	Other_TGS	1
no	2021/2/2	730.00 	Other_TGS	1
yes	2019/1/28	730.00 	Other_TGS	1
no	2023/1/4	720.86 	Other_TGS	1
yes	2022/10/5	720.80 	Other_TGS	1
no	2018/7/2	719.80 	Other_TGS	1
yes	2020/1/30	714.00 	Other_TGS	1
no	2021/6/28	713.00 	Other_TGS	1
yes	2022/8/19	710.75 	Other_TGS	1
yes	2021/10/11	709.00 	Other_TGS	1
no	2020/6/22	705.00 	Other_TGS	1
yes	2021/5/8	702.90 	No_info	1
yes	2019/11/18	702.00 	Other_TGS	1
yes	2023/3/21	695.29 	Other_TGS	1
yes	2021/12/29	691.00 	Other_TGS	1
yes	2022/11/26	679.50 	Other_TGS	1
yes	2022/11/25	677.86 	Other_TGS	1
no	2018/4/7	666.31 	Other_TGS	1
yes	2020/12/29	662.00 	Other_TGS	1
yes	2021/7/8	658.00 	Other_TGS	1
yes	2021/12/8	657.00 	Other_TGS	1
yes	2020/8/13	653.00 	Other_TGS	1
yes	2022/8/17	651.80 	Other_TGS	1
yes	2022/11/4	650.00 	Other_TGS	1
yes	2021/5/20	650.00 	NGS	1
yes	2022/7/31	649.96 	Other_TGS	1
yes	2019/6/26	642.34 	Other_TGS	1
no	2021/7/22	638.00 	Other_TGS	1
yes	2020/8/13	636.00 	Other_TGS	1
yes	2021/11/9	629.00 	Other_TGS	1
yes	2017/6/5	620.00 	Other_TGS	1
yes	2021/6/1	616.85 	Other_TGS	1
yes	2021/5/5	612.99 	Other_TGS	1
yes	2021/7/14	611.00 	Other_TGS	1
yes	2020/4/3	607.34 	Other_TGS	1
yes	2021/10/28	605.00 	Other_TGS	1
yes	2019/12/4	604.00 	Other_TGS	1
yes	2022/8/12	602.90 	Other_TGS	1
yes	2020/7/6	600.46 	Other_TGS	1
yes	2022/7/15	600.00 	Other_TGS	1
no	2023/9/1	597.00 	Other_TGS	1
yes	2022/1/19	593.70 	Other_TGS	1
yes	2021/11/1	588.00 	Other_TGS	1
no	2020/8/9	578.00 	Other_TGS	1
yes	2022/5/4	570.07 	Other_TGS	1
no	2018/4/7	564.04 	Other_TGS	1
yes	2022/2/2	564.00 	NGS	1
yes	2022/1/1	560.00 	Other_TGS	1
no	2020/11/18	559.40 	NGS	1
yes	2023/5/17	553.04 	Other_TGS	1
yes	2017/8/30	550.70 	Other_TGS	1
yes	2022/7/8	549.44 	Other_TGS	1
no	2018/4/7	547.04 	Other_TGS	1
yes	2019/4/1	539.20 	Other_TGS	1
yes	2023/2/2	532.84 	Other_TGS	1
yes	2022/6/6	530.07 	Other_TGS	1
yes	2023/3/3	530.00 	Other_TGS	1
no	2020/4/23	520.00 	Other_TGS	1
yes	2022/7/29	517.00 	Other_TGS	1
no	2023/6/26	514.45 	Other_TGS	1
yes	2023/7/21	513.85 	Other_TGS	1
yes	2020/5/2	513.57 	Other_TGS	1
no	2020/12/29	505.21 	Other_TGS	1
yes	2021/1/29	505.21 	Other_TGS	1
yes	2021/5/27	500.00 	Other_TGS	1
yes	2021/5/27	500.00 	Other_TGS	1
no	2022/10/6	500.00 	Other_TGS	1
yes	2022/1/18	497.00 	Other_TGS	1
no	2020/10/8	492.00 	Other_TGS	1
yes	2020/4/28	484.30 	Other_TGS	1
no	2022/2/9	482.00 	Other_TGS	1
yes	2021/3/18	480.35 	Other_TGS	1
yes	2022/8/17	477.64 	Other_TGS	1
yes	2023/8/7	474.02 	Other_TGS	1
no	2018/11/14	466.70 	Other_TGS	1
yes	2018/1/24	464.90 	No_info	1
no	2021/7/27	464.00 	Other_TGS	1
no	2019/1/7	463.39 	Other_TGS	1
no	2022/1/4	463.00 	HiFi	1
yes	2020/5/19	459.00 	HiFi	1
yes	2022/6/15	450.00 	Other_TGS	1
no	2020/5/26	447.85 	Other_TGS	1
no	2022/4/20	447.85 	Other_TGS	1
yes	2023/2/2	442.89 	Other_TGS	1
yes	2022/1/8	440.00 	Other_TGS	1
yes	2023/2/2	435.71 	Other_TGS	1
no	2017/10/31	434.70 	NGS	1
no	2023/1/4	433.90 	Other_TGS	1
no	2018/6/1	432.00 	Other_TGS	1
yes	2023/2/11	431.00 	Other_TGS	1
yes	2019/9/30	427.00 	Other_TGS	1
yes	2022/8/13	425.00 	Other_TGS	1
yes	2021/11/22	420.00 	Other_TGS	1
yes	2022/9/6	420.00 	Other_TGS	1
yes	2019/8/21	419.00 	Other_TGS	1
no	2022/2/5	418.00 	Other_TGS	1
no	2022/2/5	414.00 	Other_TGS	1
yes	2021/9/3	410.00 	Other_TGS	1
no	2021/10/19	409.00 	NGS	1
yes	2020/8/9	400.00 	Other_TGS	1
yes	2023/2/2	396.09 	Other_TGS	1
yes	2021/6/25	394.00 	Other_TGS	1
no	2019/2/5	391.60 	Other_TGS	1
yes	2018/11/16	388.86 	Other_TGS	1
yes	2021/7/26	386.60 	Other_TGS	1
no	2014/5/8	385.89 	NGS	1
yes	2023/2/2	383.13 	Other_TGS	1
yes	2022/6/25	381.96 	Other_TGS	1
yes	2022/6/2	381.90 	HiFi	1
yes	2021/10/23	377.60 	Other_TGS	1
no	2018/4/7	377.36 	Other_TGS	1
yes	2022/8/13	370.00 	Other_TGS	1
yes	2019/1/25	369.00 	Other_TGS	1
yes	2022/7/20	366.00 	Other_TGS	1
no	2019/1/4	364.90 	Other_TGS	1
no	2023/4/13	352.00 	Other_TGS	1
no	2023/11/10	351.71 	Other_TGS	1
no	2021/7/28	351.00 	Other_TGS	1
no	2014/5/8	350.98 	NGS	1
no	2020/10/7	350.00 	Other_TGS	1
yes	2022/6/28	350.00 	Other_TGS	1
yes	2020/9/18	347.95 	Other_TGS	1
yes	2010/2/11	347.80 	Sanger	1
no	2014/5/8	345.17 	NGS	1
yes	2018/5/9	344.00 	Other_TGS	1
yes	2021/4/24	341.40 	Other_TGS	1
no	2020/2/6	341.00 	Other_TGS	1
yes	2021/6/25	340.00 	Other_TGS	1
yes	2023/2/2	335.52 	Other_TGS	1
yes	2021/7/17	335.00 	Other_TGS	1
no	2021/8/19	331.00 	Other_TGS	1
yes	2023/7/11	330.63 	HiFi	1
yes	2021/9/13	326.00 	Other_TGS	1
yes	2023/2/2	325.52 	Other_TGS	1
yes	2021/11/10	325.00 	Other_TGS	1
no	2019/3/28	324.00 	Other_TGS	1
yes	2022/1/8	320.00 	Other_TGS	1
yes	2023/2/2	319.30 	Other_TGS	1
no	2020/6/22	315.00 	Other_TGS	1
no	2020/6/1	314.31 	Other_TGS	1
yes	2018/8/21	313.81 	Other_TGS	1
yes	2021/10/19	311.70 	Other_TGS	1
yes	2021/10/14	311.70 	Other_TGS	1
no	2023/9/4	310.10 	Other_TGS	1
no	2021/6/17	305.76 	Other_TGS	1
yes	2023/8/3	304.80 	HiFi	1
yes	2023/10/25	304.50 	Other_TGS	1
no	2023/1/4	302.55 	Other_TGS	1
yes	2023/2/2	300.36 	Other_TGS	1
yes	2022/12/13	300.00 	Other_TGS	1
no	2019/8/20	296.00 	Other_TGS	1
yes	2021/11/1	292.00 	Other_TGS	1
no	2021/6/17	289.79 	No_info	1
no	2019/6/12	289.50 	Other_TGS	1
yes	2020/12/10	282.26 	Other_TGS	1
yes	2022/2/11	281.00 	Other_TGS	1
no	2018/5/24	277.87 	Other_TGS	1
no	2021/6/17	272.44 	Other_TGS	1
yes	2020/9/7	271.33 	Other_TGS	1
no	2019/5/18	271.00 	NGS	1
yes	2021/3/1	269.11 	Other_TGS	1
no	2017/10/10	268.00 	Other_TGS	1
no	2017/10/5	265.90 	Other_TGS	1
yes	2020/4/1	263.90 	Other_TGS	1
yes	2022/5/24	261.00 	NGS	1
yes	2021/12/1	258.20 	Other_TGS	1
no	2020/12/23	256.30 	Other_TGS	1
yes	2017/3/11	255.40 	No_info	1
yes	2022/4/12	253.76 	Other_TGS	1
no	2020/10/8	251.71 	NGS	1
no	2013/3/21	251.60 	Sanger	1
yes	2022/3/6	250.60 	Other_TGS	1
yes	2023/1/27	249.86 	Other_TGS	1
no	2019/4/17	248.70 	Other_TGS	1
no	2023/7/31	248.70 	Other_TGS	1
no	2021/7/19	245.70 	Other_TGS	1
yes	2021/10/22	245.00 	Other_TGS	1
yes	2022/3/16	241.00 	Other_TGS	1
yes	2022/2/2	238.00 	Other_TGS	1
yes	2023/10/28	237.14 	Other_TGS	1
yes	2022/4/7	237.00 	Other_TGS	1
no	2023/1/4	236.20 	Other_TGS	1
no	2019/11/7	236.00 	Other_TGS	1
yes	2023/2/2	232.30 	Other_TGS	1
yes	2020/3/24	232.00 	Other_TGS	1
yes	2022/11/28	228.00 	Other_TGS	1
no	2011/4/10	227.40 	Sanger	1
yes	2021/8/17	222.00 	Other_TGS	1
yes	2021/3/1	221.00 	Other_TGS	1
yes	2020/9/25	220.89 	Other_TGS	1
yes	2013/3/24	214.20 	Sanger	1
yes	2022/6/6	212.94 	Other_TGS	1
yes	2021/9/13	211.20 	Other_TGS	1
no	2016/11/27	211.00 	Other_TGS	1
yes	2019/3/20	211.00 	Other_TGS	1
yes	2022/2/15	207.00 	NGS	1
yes	2021/12/6	205.00 	Other_TGS	1
yes	2018/11/6	204.06 	Other_TGS	1
no	2018/5/16	201.16 	Other_TGS	1
yes	2017/4/21	197.00 	NGS	1
no	2020/10/27	196.00 	NGS	1
no	2013/8/6	195.40 	NGS	1
yes	2020/7/27	194.00 	Other_TGS	1
no	2021/12/11	194.00 	Other_TGS	1
yes	2010/1/14	189.40 	Sanger	1
yes	2022/2/15	188.00 	NGS	1
yes	2016/9/13	188.00 	Other_TGS	1
yes	2009/1/29	187.10 	Sanger	1
yes	2020/12/22	187.00 	Other_TGS	1
yes	2022/9/13	186.00 	Other_TGS	1
yes	2021/5/10	185.50 	Other_TGS	1
no	2021/2/10	176.33 	Other_TGS	1
no	2023/1/4	176.25 	Other_TGS	1
no	2019/5/18	176.00 	NGS	1
yes	2019/1/31	171.17 	Other_TGS	1
yes	2023/2/21	171.00 	Other_TGS	1
yes	2021/3/12	170.00 	Other_TGS	1
yes	2022/2/2	164.00 	Other_TGS	1
no	2018/1/2	163.00 	Other_TGS	1
no	2022/7/15	161.37 	Other_TGS	1
no	2019/12/18	161.23 	NGS	1
no	2016/11/27	159.00 	Other_TGS	1
yes	2009/4/10	158.00 	Sanger	1
yes	2023/2/16	157.99 	Other_TGS	1
no	2020/4/24	156.00 	NGS	1
yes	2022/1/18	155.50 	NGS	1
yes	2023/4/3	154.00 	NGS	1
yes	2020/2/3	152.70 	Other_TGS	1
yes	2022/9/23	149.78 	Other_TGS	1
no	2022/10/19	145.43 	Other_TGS	1
no	2019/3/20	136.39 	Other_TGS	1
yes	2012/12/19	135.60 	NGS	1
no	2021/8/23	135.00 	NGS	1
yes	2013/6/9	134.10 	NGS	1
yes	2020/8/4	133.90 	Other_TGS	1
no	2018/9/4	132.60 	Other_TGS	1
yes	2020/4/24	131.00 	NGS	1
no	2018/10/18	130.70 	Other_TGS	1
yes	2022/3/29	130.00 	Other_TGS	1
yes	2022/4/5	130.00 	Other_TGS	1
no	2019/10/24	126.81 	Other_TGS	1
yes	2015/11/2	126.50 	Other_TGS	1
yes	2012/5/13	126.30 	Sanger	1
no	2006/9/15	126.00 	Sanger	1
no	2014/6/25	124.50 	NGS	1
no	2022/6/30	123.86 	Other_TGS	1
no	2015/6/1	123.00 	NGS	1
no	2023/11/17	120.10 	Other_TGS	1
no	2011/5/5	119.80 	Sanger	1
yes	2014/6/8	119.00 	Sanger	1
no	2020/4/19	117.00 	Other_TGS	1
yes	2019/9/18	116.80 	Other_TGS	1
no	2023/9/21	116.61 	Other_TGS	1
no	2021/3/1	114.30 	Other_TGS	1
yes	2019/3/18	113.00 	NGS	1
no	2020/5/31	112.74 	NGS	1
yes	2018/10/16	110.90 	Sanger	1
yes	2023/11/25	110.84 	NGS	1
yes	2017/10/31	110.10 	NGS	1
no	2020/11/19	110.03 	NGS	1
no	2023/9/21	107.75 	Other_TGS	1
yes	2016/9/13	107.00 	Other_TGS	1
no	2017/7/24	107.00 	NGS	1
yes	2018/6/1	106.66 	Other_TGS	1
no	2023/6/6	104.22 	Other_TGS	1
yes	2019/9/16	103.90 	Other_TGS	1
yes	2017/9/18	102.85 	NGS	1
no	2020/12/23	102.40 	Other_TGS	1
no	2019/5/2	101.58 	Other_TGS	1
no	2021/10/15	100.60 	Other_TGS	1
yes	2018/8/7	99.30 	Other_TGS	1
yes	2019/9/18	97.58 	Other_TGS	1
no	2019/7/29	97.16 	Other_TGS	1
no	2017/12/22	97.00 	NGS	1
no	2017/2/2	96.80 	Other_TGS	1
no	2016/5/27	95.17 	Other_TGS	1
no	2016/9/12	95.00 	NGS	1
yes	2017/11/1	93.00 	Other_TGS	1
yes	2022/8/18	92.53 	NGS	1
yes	2022/11/26	92.10 	Other_TGS	1
no	2018/5/23	91.77 	NGS	1
yes	2017/5/23	90.40 	Other_TGS	1
yes	2018/8/7	89.56 	Other_TGS	1
no	2018/7/13	89.00 	NGS	1
yes	2020/5/22	89.00 	Other_TGS	1
yes	2023/2/1	88.70 	Other_TGS	1
yes	2023/8/3	88.46 	HiFi	1
yes	2017/11/7	88.17 	Other_TGS	1
yes	2023/3/29	88.00 	Other_TGS	1
yes	2012/5/30	87.01 	NGS	1
yes	2017/9/15	87.00 	Other_TGS	1
no	2021/1/6	86.36 	NGS	1
yes	2021/1/1	86.00 	NGS	1
no	2022/2/9	86.00 	Other_TGS	1
no	2018/3/28	85.29 	NGS	1
yes	2013/10/7	84.40 	NGS	1
yes	2020/9/8	83.70 	NGS	1
no	2019/6/15	83.24 	No_info	1
yes	2022/11/28	83.00 	Other_TGS	1
no	2015/12/14	82.80 	Other_TGS	1
no	2016/6/29	82.65 	NGS	1
no	2013/6/17	82.60 	NGS	1
no	2019/6/14	82.27 	Other_TGS	1
no	2021/3/1	82.10 	Other_TGS	1
no	2016/5/10	81.00 	NGS	1
yes	2023/5/12	80.20 	NGS	1
no	2017/9/13	80.10 	Other_TGS	1
no	2019/2/26	80.07 	NGS	1
yes	2019/2/25	80.00 	Other_TGS	1
yes	2015/4/20	80.00 	NGS	1
no	2016/1/27	79.96 	NGS	1
no	2021/9/17	79.80 	Other_TGS	1
no	2013/6/17	79.72 	NGS	1
yes	2009/4/10	79.10 	Sanger	1
yes	2017/4/26	79.00 	NGS	1
yes	2020/11/29	78.80 	Other_TGS	1
no	2023/1/17	78.00 	Other_TGS	1
no	2019/5/2	77.23 	Other_TGS	1
yes	2019/3/18	77.00 	NGS	1
no	2017/4/10	76.60 	NGS	1
yes	2021/1/22	76.10 	NGS	1
no	2019/4/18	75.70 	Other_TGS	1
yes	2023/1/24	75.50 	Other_TGS	1
yes	2020/10/23	74.70 	Other_TGS	1
no	2018/1/30	74.65 	NGS	1
no	2023/2/28	74.00 	Other_TGS	1
no	2021/2/5	73.43 	Other_TGS	1
yes	2022/7/12	73.30 	Other_TGS	1
yes	2017/10/5	72.64 	NGS	1
yes	2018/7/30	72.40 	NGS	1
yes	2014/5/18	72.00 	NGS	1
yes	2015/9/30	72.00 	Other_TGS	1
yes	2020/12/16	70.16 	HiFi	1
yes	2021/3/2	70.00 	NGS	1
yes	2018/6/18	69.35 	NGS	1
no	2023/8/17	69.00 	NGS	1
no	2018/4/24	68.90 	NGS	1
yes	2021/9/17	68.70 	Other_TGS	1
no	2021/10/19	68.40 	Other_TGS	1
no	2021/10/14	68.40 	Other_TGS	1
no	2019/6/6	68.00 	NGS	1
no	2020/12/15	67.22 	Other_TGS	1
yes	2014/6/11	67.20 	Sanger	1
no	2018/5/1	67.07 	Other_TGS	1
no	2017/6/27	66.97 	NGS	1
no	2020/10/26	66.86 	NGS	1
yes	2020/8/31	66.00 	NGS	1
no	2007/8/26	65.90 	Sanger	1
no	2020/8/3	65.48 	NGS	1
no	2019/6/14	65.00 	No_info	1
yes	2020/9/21	64.68 	No_info	1
no	2019/2/7	63.69 	Other_TGS	1
no	2020/6/5	63.65 	NGS	1
yes	2018/11/2	62.80 	Other_TGS	1
yes	2018/4/22	62.61 	NGS	1
yes	2020/6/1	62.60 	NGS	1
no	2017/8/26	61.80 	NGS	1
no	2020/6/1	61.00 	NGS	1
yes	2016/9/5	61.00 	Other_TGS	1
no	2020/4/21	60.63 	No_info	1
no	2017/11/30	60.51 	Other_TGS	1
no	2020/1/30	60.12 	NGS	1
no	2017/5/23	59.50 	Other_TGS	1
no	2020/4/24	59.00 	NGS	1
no	2013/10/18	58.86 	NGS	1
no	2020/5/13	57.70 	NGS	1
yes	2017/7/6	57.38 	NGS	1
yes	2019/4/8	56.20 	NGS	1
no	2014/5/28	56.10 	NGS	1
yes	2014/3/3	55.40 	NGS	1
no	2023/1/7	55.15 	NGS	1
no	2023/9/21	54.51 	NGS	1
yes	2019/4/1	54.49 	Other_TGS	1
yes	2018/10/1	53.29 	Other_TGS	1
no	2016/6/27	52.30 	NGS	1
yes	2014/2/27	52.20 	NGS	1
yes	2018/8/17	52.00 	Other_TGS	1
no	2017/8/16	52.00 	NGS	1
yes	2014/3/3	52.00 	NGS	1
yes	2021/5/8	51.60 	NGS	1
no	2020/9/25	51.20 	Other_TGS	1
no	2021/5/15	51.20 	Other_TGS	1
yes	2017/11/1	50.30 	NGS	1
no	2022/12/12	50.25 	NGS	1
yes	2018/1/22	50.25 	NGS	1
no	2020/5/12	49.94 	Other_TGS	1
yes	2012/11/25	49.89 	NGS	1
no	2019/9/12	49.21 	Other_TGS	1
no	2018/6/28	48.81 	Other_TGS	1
no	2017/12/12	48.58 	NGS	1
no	2020/7/31	48.30 	NGS	1
no	2016/11/21	48.20 	NGS	1
no	2017/8/25	47.63 	Other_TGS	1
no	2019/6/14	47.00 	Other_TGS	1
yes	2021/5/11	47.00 	Other_TGS	1
no	2017/4/10	46.50 	NGS	1
yes	2020/3/20	46.49 	Other_TGS	1
no	2017/6/5	46.15 	Other_TGS	1
no	2016/9/8	46.15 	NGS	1
no	2018/5/23	45.99 	NGS	1
no	2020/12/19	45.70 	NGS	1
yes	2023/11/25	45.66 	NGS	1
no	2017/1/30	45.58 	NGS	1
no	2013/10/10	45.50 	Sanger	1
no	2010/7/9	45.40 	Sanger	1
no	2018/12/7	45.26 	NGS	1
yes	2018/10/8	45.00 	Other_TGS	1
yes	2012/8/26	44.90 	NGS	1
no	2020/6/1	44.84 	NGS	1
yes	2019/7/1	44.70 	NGS	1
yes	2019/4/4	44.00 	Other_TGS	1
yes	2020/4/29	43.90 	NGS	1
no	2019/6/14	43.68 	No_info	1
no	2020/5/19	43.65 	Other_TGS	1
no	2018/7/23	43.42 	Other_TGS	1
yes	2012/8/9	43.10 	NGS	1
no	2019/12/16	43.06 	NGS	1
yes	2018/1/22	43.04 	NGS	1
no	2014/8/1	43.00 	NGS	1
yes	2023/8/3	42.25 	HiFi	1
no	2018/12/7	42.00 	NGS	1
no	2021/12/1	42.00 	Other_TGS	1
yes	2014/11/11	41.80 	NGS	1
yes	2007/4/25	41.70 	Sanger	1
no	2018/7/13	41.00 	NGS	1
no	2017/9/13	40.70 	NGS	1
no	2017/9/13	40.50 	NGS	1
no	2013/11/21	40.40 	NGS	1
no	2017/1/30	40.22 	NGS	1
yes	2009/11/20	40.00 	Sanger	1
yes	2021/7/29	40.00 	NGS	1
no	2020/2/19	39.97 	NGS	1
yes	2014/6/8	39.50 	NGS	1
no	2018/5/23	39.49 	NGS	1
yes	2020/11/11	39.43 	Other_TGS	1
yes	2023/8/19	39.37 	NGS	1
no	2021/9/30	39.37 	NGS	1
yes	2021/2/18	39.33 	Other_TGS	1
no	2019/6/15	39.32 	No_info	1
no	2013/8/16	39.30 	NGS	1
yes	2019/10/15	39.23 	Other_TGS	1
yes	2017/11/1	39.00 	NGS	1
no	2022/5/20	38.97 	HiFi	1
no	2014/8/22	38.90 	NGS	1
yes	2013/5/10	38.80 	NGS	1
no	2020/8/10	38.70 	NGS	1
no	2023/9/21	38.16 	NGS	1
yes	2015/10/27	38.00 	NGS	1
no	2017/4/7	37.96 	NGS	1
yes	2019/8/21	37.70 	NGS	1
no	2018/1/22	37.69 	NGS	1
no	2019/5/27	37.56 	NGS	1
no	2018/5/23	37.44 	NGS	1
yes	2019/9/2	37.00 	Other_TGS	1
yes	2018/11/2	36.90 	Other_TGS	1
no	2020/10/20	36.74 	NGS	1
no	2021/1/28	36.74 	NGS	1
yes	2019/4/25	36.70 	NGS	1
no	2018/7/13	36.00 	NGS	1
yes	2017/4/12	36.00 	NGS	1
no	2020/7/31	35.95 	NGS	1
no	2012/11/13	35.70 	NGS	1
no	2018/5/23	35.40 	NGS	1
yes	2020/1/21	35.32 	NGS	1
no	2014/7/10	35.10 	NGS	1
no	2020/6/22	35.00 	Other_TGS	1
no	2019/8/6	35.00 	NGS	1
no	2016/5/27	34.99 	Other_TGS	1
no	2016/2/17	34.90 	NGS	1
no	2018/12/11	34.70 	NGS	1
no	2018/5/23	34.60 	NGS	1
no	2018/1/22	34.23 	NGS	1
no	2016/11/7	34.15 	NGS	1
no	2016/12/22	34.00 	NGS	1
yes	2014/10/28	34.00 	NGS	1
yes	2015/4/20	34.00 	NGS	1
no	2016/8/17	33.90 	NGS	1
no	2016/1/12	33.10 	NGS	1
yes	2020/10/28	33.10 	NGS	1
no	2016/3/1	32.80 	NGS	1
no	2016/1/25	32.69 	NGS	1
no	2018/1/30	32.56 	NGS	1
no	2019/4/10	32.40 	NGS	1
no	2020/8/1	32.33 	NGS	1
no	2018/11/29	32.30 	NGS	1
no	2018/5/23	32.21 	NGS	1
yes	2014/4/23	32.17 	NGS	1
yes	2023/7/31	32.13 	Other_TGS	1
no	2018/12/7	32.00 	NGS	1
no	2018/1/22	31.90 	NGS	1
no	2016/4/6	31.88 	NGS	1
yes	2012/12/27	31.80 	NGS	1
yes	2011/7/10	31.43 	NGS	1
no	2019/2/7	31.04 	Other_TGS	1
yes	2016/9/5	31.00 	NGS	1
no	2021/7/13	30.70 	NGS	1
no	2016/5/23	30.60 	NGS	1
no	2016/12/22	30.00 	NGS	1
yes	2017/11/1	30.00 	NGS	1
yes	2014/1/19	30.00 	NGS	1
no	2021/7/23	30.00 	Other_TGS	1
no	2020/11/13	29.70 	NGS	1
no	2016/5/31	29.60 	NGS	1
no	2020/10/28	29.48 	Other_TGS	1
no	2013/12/20	29.30 	NGS	1
no	2018/7/13	29.00 	NGS	1
yes	2020/5/14	28.98 	NGS	1
no	2019/6/14	28.90 	No_info	1
no	2019/6/14	28.86 	No_info	1
no	2022/4/11	28.58 	NGS	1
no	2018/11/29	28.40 	NGS	1
yes	2017/9/23	28.34 	NGS	1
no	2018/11/29	28.10 	NGS	1
no	2014/1/19	27.90 	NGS	1
no	2014/5/8	27.90 	NGS	1
yes	2016/4/18	27.70 	NGS	1
no	2010/9/17	27.60 	Sanger	1
no	2017/2/16	27.41 	NGS	1
no	2018/8/10	27.38 	NGS	1
yes	2011/8/28	27.29 	NGS	1
no	2023/11/15	27.09 	NGS	1
no	2021/8/2	27.00 	Other_TGS	1
no	2019/12/24	27.00 	NGS	1
no	2018/7/13	27.00 	NGS	1
no	2014/5/23	26.90 	NGS	1
no	2015/1/20	26.70 	NGS	1
no	2017/11/30	26.64 	Other_TGS	1
no	2019/6/15	26.55 	No_info	1
no	2018/7/25	26.54 	Other_TGS	1
yes	2014/1/23	26.50 	NGS	1
