Year	Ploidy	haplotype	No
2013/3/21	no	no	21
2012/7/24	no	no	21
2015/1/27	Diploid	no	21
2019/6/14	Diploid	no	21
2022/7/27	Diploid	no	21
2022/3/6	Diploid	no	21
2022/5/20	Diploid	no	21
2021/3/1	no	no	21
2021/3/1	no	no	21
2021/9/3	Diploid	no	21
2021/8/10	no	haplotype	21
2021/8/10	no	no	21
2021/8/10	no	no	21
2021/8/10	no	haplotype	21
2021/8/10	no	no	21
2021/8/10	no	no	21
2021/8/10	no	no	21
2021/8/10	no	no	21
2021/8/10	no	no	21
2021/8/10	no	no	21
2021/8/10	no	no	21
2022/8/1	Diploid	no	21
2022/11/14	Diploid	no	21
2022/9/7	Diploid	no	21
2023/4/25	Tetraploid	no	21
2023/4/25	Tetraploid	no	21
2023/4/25	Tetraploid	no	21
2023/4/25	Tetraploid	no	21
2023/4/25	Tetraploid	no	21
2023/4/25	Tetraploid	no	21
2023/4/25	Tetraploid	no	21
2023/4/25	Tetraploid	no	21
2023/4/25	Tetraploid	no	21
2023/4/25	Tetraploid	no	21
2023/4/25	Tetraploid	no	21
2021/8/10	no	no	21
2023/1/18	Octoploid	no	21
2021/8/19	Tetraploid	no	21
2021/8/19	Tetraploid	no	21
2021/8/19	Tetraploid	no	21
2021/8/19	Tetraploid	no	21
2021/9/6	Tetraploid	no	21
2022/5/12	Diploid	no	21
2022/5/12	Diploid	no	21
2021/10/19	Diploid	no	21
2021/10/19	Diploid	no	21
2021/10/14	no	no	21
2021/10/14	no	no	21
2022/9/10	no	no	21
2022/9/10	no	no	21
2022/1/28	no	no	21
2022/1/30	no	no	21
2021/10/2	no	no	21
2022/8/17	Diploid	no	21
2022/8/17	Diploid	no	21
2022/8/17	Diploid	no	21
2022/8/17	Diploid	no	21
2023/2/1	Tetraploid	no	21
2022/10/30	no	no	21
2022/12/1	Diploid	no	21
2022/12/1	Diploid	no	21
2022/8/12	Tetraploid	no	21
2023/1/24	no	no	21
2021/2/4	Tetraploid	no	21
2021/2/3	no	no	21
2021/2/3	no	no	21
2021/2/3	no	no	21
2021/2/3	no	no	21
2021/2/3	no	no	21
2021/2/3	no	no	21
2021/2/3	no	no	21
2021/2/3	no	no	21
2021/2/3	no	no	21
2021/2/3	no	no	21
2021/2/3	no	no	21
2021/2/3	no	no	21
2021/2/3	no	no	21
2021/2/3	no	no	21
2021/2/3	no	no	21
2022/4/11	Tetraploid	no	21
2021/7/26	Tetraploid	no	21
2022/1/6	Diploid	no	21
2022/1/6	Diploid	no	21
2023/1/17	Diploid	no	21
2023/1/23	Diploid	no	21
2022/10/14	Diploid	no	21
2022/12/16	Hexaploid	no	21
2022/12/16	Diploid	no	21
2022/12/16	Diploid	no	21
2021/11/12	Diploid	no	21
2023/4/5	no	no	21
2021/5/5	Diploid	no	21
2021/5/5	Diploid	no	21
2021/7/22	Diploid	no	21
2021/5/31	Diploid	no	21
2021/5/31	Diploid	no	21
2021/5/31	Diploid	no	21
2021/5/31	Diploid	no	21
2021/5/31	Diploid	no	21
2021/5/31	Diploid	no	21
2021/5/31	Diploid	no	21
2021/5/31	Diploid	no	21
2021/5/31	Diploid	no	21
2021/5/31	Diploid	no	21
2021/5/31	Diploid	no	21
2021/5/31	Diploid	no	21
2021/5/31	Diploid	no	21
2021/5/31	Diploid	no	21
2021/5/31	Diploid	no	21
2021/5/31	Diploid	no	21
2023/3/9	Diploid	no	21
2023/3/9	Diploid	no	21
2023/3/9	Diploid	no	21
2023/3/9	Diploid	no	21
2023/3/9	Diploid	no	21
2023/3/9	Diploid	no	21
2023/3/9	Diploid	no	21
2023/3/9	Diploid	no	21
2021/12/14	no	no	21
2022/1/4	Diploid	no	21
2022/7/15	Diploid	no	21
2023/6/29	Diploid	no	21
2023/7/25	Tetraploid	no	21
2023/8/25	Tetraploid	no	21
2023/8/25	Tetraploid	no	21
2023/7/11	Tetraploid	haplotype	21
2023/7/11	Tetraploid	haplotype	21
2023/11/3	Diploid	no	21
2023/6/20	Diploid	no	21
2023/8/29	Tetraploid	no	21
2023/9/15	Diploid	no	21
2023/7/11	Tetraploid	no	21
2023/7/11	Tetraploid	no	21
2023/7/11	Diploid	no	21
2023/7/11	Diploid	no	21
2023/7/11	Diploid	no	21
2023/7/11	Diploid	no	21
2023/7/11	Diploid	no	21
2023/7/11	Diploid	no	21
2023/7/11	Diploid	no	21
2023/7/11	Tetraploid	no	21
2023/7/11	Diploid	no	21
2023/7/11	Diploid	no	21
2023/7/11	Diploid	no	21
2023/7/11	Tetraploid	no	21
2023/7/11	Diploid	no	21
2023/7/11	Diploid	no	21
2023/7/11	Diploid	no	21
2023/7/11	Diploid	no	21
2023/7/11	Tetraploid	no	21
2023/7/11	Diploid	no	21
2023/7/10	Diploid	no	21
2023/10/6	Diploid	no	21
2023/10/6	Diploid	no	21
2023/10/6	Diploid	no	21
2023/10/6	Diploid	no	21
2023/10/6	Diploid	no	21
2023/10/6	Diploid	no	21
2023/10/6	Diploid	no	21
2023/10/6	Diploid	no	21
2023/10/6	Diploid	no	21
2023/10/6	Diploid	no	21
2023/10/6	Diploid	no	21
2023/10/6	Diploid	no	21
2023/10/6	Diploid	no	21
2023/10/6	Diploid	no	21
2023/10/6	Diploid	no	21
2023/10/6	Diploid	no	21
2023/10/6	Diploid	no	21
2023/10/6	Diploid	no	21
2023/10/6	Diploid	no	21
2023/10/6	Diploid	no	21
2023/10/6	Diploid	no	21
2023/10/6	Diploid	no	21
2023/10/6	Diploid	no	21
2023/10/6	Diploid	no	21
2023/10/6	Diploid	no	21
2023/10/6	Diploid	no	21
2023/10/6	Diploid	no	21
2023/10/6	Diploid	no	21
2023/10/6	Diploid	no	21
2023/10/6	Diploid	no	21
2023/10/6	Diploid	no	21
2023/10/6	Diploid	no	21
2019/1/24	no	no	20
2018/2/12	no	no	20
2023/5/19	no	no	20
2023/6/1	no	no	20
2023/6/1	no	no	20
2022/4/28	no	no	20
2023/9/21	no	no	20
2023/9/21	no	no	20
2023/9/21	no	no	20
2023/12/21	no	no	20
2020/6/22	no	no	18
2020/8/24	Diploid	haplotype	18
2017/8/31	Diploid	no	18
2016/3/1	Tetraploid	no	18
2014/7/28	Diploid	no	18
2020/8/24	no	no	18
2019/10/15	no	no	18
2020/5/25	Diploid	no	18
2019/5/18	no	no	18
2019/5/18	Diploid	no	18
2017/6/6	Diploid	no	18
2014/1/23	Diploid	no	18
2017/10/31	no	no	18
2017/10/31	no	no	18
2019/11/7	Diploid	no	18
2017/2/16	Diploid	no	18
2017/10/10	Tetraploid	no	18
2017/2/16	Tetraploid	no	18
2016/7/25	Tetraploid	no	18
2017/2/16	Diploid	no	18
2020/1/8	no	no	18
2013/12/17	no	no	18
2020/6/22	no	no	18
2016/6/29	Tetraploid	no	18
2020/6/22	no	no	18
2020/11/15	no	no	18
2016/4/2	Diploid	no	18
2017/8/30	Diploid	no	18
2019/8/1	no	no	18
2019/9/23	Diploid	no	18
2017/10/31	no	no	18
2019/8/1	no	no	18
2020/1/9	no	no	18
2017/10/31	no	no	18
2017/10/31	no	no	18
2019/8/1	no	no	18
2019/8/6	Tetraploid	no	18
2019/10/18	no	no	18
2020/10/23	Diploid	no	18
2018/6/4	Diploid	no	18
2019/12/27	no	no	18
2020/5/11	Diploid	no	18
2017/5/24	Diploid	no	18
2014/1/23	Diploid	no	18
2017/10/31	no	no	18
2019/9/12	no	no	18
2021/7/14	Diploid	no	18
2023/5/17	Diploid	no	18
2021/8/7	Tetraploid	no	18
2023/6/19	Diploid	no	18
2021/4/28	Diploid	no	18
2022/5/4	Diploid	no	18
2022/6/6	Diploid	no	18
2021/3/10	no	no	18
2021/12/13	Diploid	no	18
2021/6/17	Diploid	no	18
2022/3/10	Diploid	no	18
2022/10/5	Diploid	no	18
2022/10/5	Diploid	no	18
2022/12/6	Diploid	no	18
2022/7/26	Hexaploid	no	18
2022/12/28	Diploid	no	18
2022/8/24	no	no	18
2023/3/15	Diploid	no	18
2023/6/13	Diploid	no	18
2022/3/14	no	no	18
2023/1/21	Diploid	no	18
2022/6/14	Diploid	no	18
2022/7/15	Diploid	no	18
2021/5/7	Diploid	no	18
2021/9/27	no	no	18
2021/9/27	no	no	18
2023/4/14	Diploid	no	18
2023/4/17	no	haplotype	18
2023/4/17	no	haplotype	18
2023/4/17	Diploid	haplotype	18
2023/4/17	Diploid	haplotype	18
2022/3/7	Diploid	no	18
2022/5/12	no	no	18
2023/8/26	Tetraploid	no	18
2023/8/10	Diploid	no	18
2023/8/11	Diploid	no	18
2023/11/23	Decaploid	no	18
2023/11/23	Decaploid	no	18
2023/7/10	no	no	18
2023/8/23	Diploid	no	18
2023/10/20	no	no	18
2023/7/5	Diploid	no	18
2023/7/5	Diploid	no	18
2023/8/17	Diploid	no	18
2023/8/4	Diploid	haplotype	18
2023/8/4	Diploid	haplotype	18
2023/12/13	Tetraploid	no	18
2023/12/13	Diploid	no	18
2023/11/27	Diploid	haplotype	18
2023/11/27	Diploid	haplotype	18
2017/7/24	no	no	17
2020/1/22	no	no	17
2020/11/11	no	no	17
2019/11/25	no	no	17
2020/8/1	no	no	17
2021/6/10	no	no	17
2023/9/29	Diploid	no	17
2019/10/15	Diploid	no	16
2018/4/16	Diploid	no	16
2013/10/18	Diploid	no	16
2019/4/1	Diploid	no	16
2020/9/30	no	no	16
2020/5/19	no	no	16
2020/9/7	Diploid	no	16
2020/5/1	Diploid	no	16
2020/7/6	Diploid	no	16
2018/5/1	Diploid	no	16
2017/5/1	Diploid	no	16
2020/9/10	no	no	16
2020/2/18	no	no	16
2020/1/16	Diploid	no	16
2019/12/18	Diploid	no	16
2016/10/6	no	no	16
2018/1/3	no	no	16
2015/1/24	Diploid	no	16
2018/12/18	Diploid	no	16
2017/8/26	Diploid	no	16
2020/10/19	no	no	16
2019/11/8	Diploid	no	16
2020/9/10	Diploid	no	16
2014/3/25	Diploid	no	16
2019/1/31	Tetraploid	haplotype	16
2015/2/13	Diploid	no	16
2014/6/13	Diploid	no	16
2022/12/31	Diploid	no	16
2022/12/31	Diploid	no	16
2022/7/11	Diploid	no	16
2021/11/1	Diploid	no	16
2023/3/6	Tetraploid	no	16
2023/3/6	Hexaploid	no	16
2023/3/6	no	no	16
2022/4/28	Diploid	no	16
2022/4/28	no	no	16
2022/4/28	no	no	16
2021/7/15	Diploid	no	16
2021/7/15	Diploid	haplotype	16
2021/7/15	Diploid	haplotype	16
2023/2/14	Diploid	no	16
2023/5/11	Hexaploid	no	16
2021/7/19	no	no	16
2021/7/19	no	no	16
2022/2/2	Diploid	no	16
2022/1/18	Diploid	no	16
2022/10/26	no	no	16
2022/12/2	Diploid	haplotype	16
2022/12/2	Diploid	haplotype	16
2021/11/24	Diploid	no	16
2022/9/15	Diploid	haplotype	16
2022/9/15	Diploid	haplotype	16
2022/2/3	Diploid	no	16
2021/2/7	Hexaploid	no	16
2021/7/14	no	no	16
2021/10/15	no	no	16
2021/6/11	no	no	16
2022/8/13	Diploid	haplotype	16
2022/8/13	Diploid	haplotype	16
2021/8/10	no	no	16
2021/6/30	no	no	16
2022/3/20	Diploid	no	16
2023/5/31	Diploid	no	16
2023/5/31	Diploid	no	16
2022/7/15	no	no	16
2022/1/10	Diploid	no	16
2022/5/8	Hexaploid	no	16
2022/3/7	Diploid	no	16
2021/2/10	Diploid	no	16
2021/2/10	Diploid	no	16
2021/9/9	Diploid	no	16
2022/1/3	Diploid	no	16
2023/3/21	no	no	16
2023/3/21	no	no	16
2022/6/30	no	no	16
2023/7/12	Diploid	haplotype	16
2023/7/12	Diploid	haplotype	16
2023/10/10	Diploid	no	16
2023/7/7	Hexaploid	no	16
2023/7/21	no	haplotype	16
2023/7/21	no	haplotype	16
2023/10/23	Diploid	no	16
2023/12/24	no	no	16
2023/12/24	no	no	16
2023/11/27	Diploid	no	16
2023/11/27	Diploid	no	16
2023/11/27	Diploid	no	16
2023/11/27	Diploid	no	16
2023/11/27	Diploid	no	16
2023/11/27	Diploid	no	16
2023/11/27	Diploid	no	16
2023/11/27	Diploid	no	16
2023/11/27	Diploid	no	16
2023/11/27	Diploid	no	16
2023/11/27	Diploid	no	16
2023/11/27	Diploid	no	16
2023/11/27	Diploid	no	16
2023/11/27	Diploid	no	16
2023/11/27	Diploid	no	16
2023/11/27	Diploid	no	16
2023/11/27	Diploid	no	16
2023/11/27	Diploid	no	16
2023/12/29	Tetraploid	no	16
2023/12/29	Diploid	no	16
2020/11/1	Diploid	no	13
2017/12/8	Diploid	no	13
2023/3/31	Diploid	no	13
2023/3/31	Diploid	no	13
2020/6/30	no	no	12
2018/11/16	no	no	12
2019/1/28	Diploid	no	12
2020/5/26	no	no	12
2015/4/20	no	no	12
2020/9/7	no	no	12
2020/8/1	no	no	12
2020/5/25	no	no	12
2020/5/25	no	no	12
2020/5/25	Diploid	no	12
2020/5/25	Diploid	no	12
2020/5/25	Diploid	no	12
2020/5/25	no	no	12
2020/5/25	no	no	12
2020/5/25	no	no	12
2020/5/25	no	no	12
2016/12/26	Diploid	no	12
2020/5/25	no	no	12
2020/5/25	no	no	12
2020/5/25	no	no	12
2020/5/25	no	no	12
2020/5/25	no	no	12
2020/5/25	no	no	12
2020/5/25	no	no	12
2020/5/25	Diploid	no	12
2020/5/25	no	no	12
2020/5/25	no	no	12
2020/5/25	no	no	12
2020/5/25	no	no	12
2020/5/25	no	no	12
2020/5/25	no	no	12
2020/5/25	no	no	12
2013/7/15	no	no	12
2020/10/20	no	no	12
2017/12/13	Diploid	no	12
2020/10/20	no	no	12
2018/9/29	no	no	12
2018/10/25	Diploid	no	12
2018/10/25	Diploid	no	12
2016/11/17	Diploid	no	12
2013/10/10	Tetraploid	no	12
2017/8/16	Tetraploid	no	12
2020/12/19	no	no	12
2020/7/31	no	no	12
2015/8/28	Diploid	no	12
2015/8/28	Diploid	no	12
2017/10/9	Diploid	no	12
2016/6/27	Diploid	no	12
2020/7/31	no	no	12
2020/7/31	no	no	12
2018/11/20	Diploid	no	12
2018/7/23	Diploid	no	12
2019/2/26	no	no	12
2020/10/28	no	no	12
2018/12/11	Octoploid	no	12
2016/5/20	no	no	12
2020/5/14	Diploid	no	12
2020/12/15	no	no	12
2020/7/31	no	no	12
2017/1/27	Diploid	no	12
2020/12/29	no	no	12
2020/9/17	no	no	12
2016/6/6	Diploid	no	12
2015/12/14	no	no	12
2018/6/28	Tetraploid	no	12
2020/11/4	no	no	12
2019/4/15	Diploid	no	12
2020/11/3	no	no	12
2020/5/1	Diploid	no	12
2014/2/27	Diploid	no	12
2013/1/31	Diploid	no	12
2019/9/10	no	no	12
2020/9/27	no	no	12
2018/5/24	Diploid	no	12
2017/6/19	no	no	12
2013/5/12	no	no	12
2019/12/18	Tetraploid	no	12
2022/4/1	Diploid	no	12
2022/6/9	Diploid	no	12
2022/8/16	Diploid	no	12
2021/7/8	Tetraploid	no	12
2022/12/29	Diploid	no	12
2022/10/18	Diploid	no	12
2022/10/18	Tetraploid	no	12
2021/6/29	Diploid	no	12
2022/7/18	no	no	12
2022/7/18	no	no	12
2022/7/18	no	no	12
2022/12/13	Diploid	no	12
2023/1/5	no	no	12
2023/1/11	no	no	12
2022/4/14	no	no	12
2022/7/16	no	no	12
2021/3/1	no	no	12
2021/5/1	Diploid	no	12
2021/9/1	Tetraploid	no	12
2021/1/29	no	no	12
2021/9/17	Diploid	no	12
2021/9/17	Diploid	no	12
2021/9/17	Diploid	no	12
2022/1/18	Tetraploid	no	12
2023/1/20	Diploid	no	12
2023/1/20	no	no	12
2023/1/20	Diploid	no	12
2022/4/28	Diploid	no	12
2022/4/28	Diploid	no	12
2022/4/28	Diploid	no	12
2022/4/28	Diploid	no	12
2022/4/28	Diploid	no	12
2022/4/28	no	no	12
2022/4/28	no	no	12
2022/4/28	Diploid	no	12
2022/4/28	no	no	12
2021/7/22	Tetraploid	no	12
2023/1/27	Diploid	no	12
2021/7/8	Diploid	no	12
2022/7/9	no	no	12
2022/11/10	Diploid	no	12
2023/1/1	Tetraploid	no	12
2023/5/25	Diploid	no	12
2021/1/28	no	no	12
2021/1/28	no	no	12
2021/5/20	no	no	12
2022/7/29	Diploid	no	12
2021/5/3	Diploid	no	12
2023/1/13	Diploid	no	12
2023/4/4	no	haplotype	12
2023/4/4	no	haplotype	12
2023/4/4	Diploid	no	12
2023/4/4	Diploid	no	12
2021/8/30	Diploid	no	12
2021/11/8	no	no	12
2021/2/26	Diploid	no	12
2022/9/30	Diploid	no	12
2022/9/30	Diploid	no	12
2021/7/22	Diploid	no	12
2022/6/8	no	no	12
2022/12/9	Diploid	no	12
2023/3/3	no	no	12
2021/9/30	Diploid	no	12
2022/10/17	no	no	12
2022/10/19	Diploid	no	12
2022/12/21	no	no	12
2023/3/20	no	no	12
2021/12/1	Diploid	no	12
2023/3/11	Triploid	no	12
2023/9/29	no	no	12
2023/11/10	no	no	12
2023/11/10	no	no	12
2023/10/5	Diploid	no	12
2023/10/5	Diploid	no	12
2023/10/5	Diploid	no	12
2023/10/5	Diploid	no	12
2023/10/5	Diploid	no	12
2023/10/5	Tetraploid	no	12
2023/10/5	Diploid	no	12
2023/8/3	Diploid	no	12
2023/9/28	no	no	12
2023/11/10	Diploid	no	12
2023/7/3	no	no	12
2023/7/3	no	no	12
2023/7/3	no	no	12
2023/7/3	no	no	12
2023/9/30	Diploid	no	12
2023/10/27	Diploid	no	12
2023/11/17	no	no	12
2018/1/12	Diploid	no	10
2017/11/1	Diploid	no	10
2014/3/3	Diploid	no	10
2014/3/3	Diploid	no	10
2014/1/19	Diploid	no	10
2017/11/1	Diploid	no	10
2017/11/1	Diploid	no	10
2014/1/19	Diploid	no	10
2018/7/11	no	no	10
2019/7/22	Octoploid	no	10
2018/6/28	Octoploid	no	10
2020/12/15	Diploid	no	10
2020/12/15	Diploid	no	10
2017/8/21	Hexaploid	haplotype	10
2016/11/8	Diploid	no	10
2019/4/1	Diploid	no	10
2018/11/2	Diploid	no	10
2015/3/24	Diploid	no	10
2015/3/24	Diploid	no	10
2018/11/2	Diploid	no	10
2019/1/4	no	no	10
2017/5/23	Diploid	no	10
2012/12/25	Tetraploid	no	10
2018/1/12	Diploid	no	10
2018/11/29	Diploid	no	10
2017/5/23	Diploid	no	10
2014/5/8	Diploid	no	10
2018/11/29	Diploid	no	10
2018/11/29	Tetraploid	no	10
2013/6/17	Diploid	no	10
2017/6/19	Tetraploid	no	10
2014/5/8	Tetraploid	no	10
2014/5/8	Tetraploid	no	10
2014/5/8	Tetraploid	no	10
2013/6/17	Diploid	no	10
2018/11/29	Diploid	no	10
2016/5/27	Diploid	no	10
2016/5/27	Diploid	no	10
2019/10/1	Diploid	no	10
2018/2/5	Diploid	no	10
2019/10/11	no	no	10
2015/4/14	no	no	10
2012/5/30	no	no	10
2020/9/21	Diploid	no	10
2019/8/13	Diploid	no	10
2014/9/18	Diploid	no	10
2017/10/12	no	no	10
2014/7/27	no	no	10
2020/9/23	Diploid	no	10
2011/7/10	Diploid	no	10
2020/11/16	no	no	10
2018/10/4	no	no	10
2012/5/30	no	no	10
2020/9/28	no	haplotype	10
2020/10/1	no	no	10
2022/6/6	Diploid	no	10
2021/6/24	no	no	10
2021/6/24	Diploid	no	10
2022/3/7	Tetraploid	haplotype	10
2022/3/7	Tetraploid	haplotype	10
2022/3/7	Tetraploid	haplotype	10
2022/3/7	Tetraploid	haplotype	10
2022/3/7	Tetraploid	haplotype	10
2022/3/7	Tetraploid	haplotype	10
2022/7/4	Tetraploid	haplotype	10
2023/1/6	no	no	10
2021/8/24	Diploid	no	10
2023/6/7	Diploid	no	10
2021/11/18	Diploid	no	10
2022/6/16	Diploid	no	10
2023/3/15	Hexaploid	no	10
2023/3/15	Diploid	no	10
2023/5/22	no	no	10
2023/5/22	no	no	10
2023/5/22	no	no	10
2023/5/22	no	no	10
2022/6/8	no	no	10
2022/6/8	no	no	10
2022/6/8	no	no	10
2022/6/8	no	no	10
2022/6/8	no	no	10
2022/6/8	no	no	10
2022/6/8	no	no	10
2022/6/8	no	no	10
2022/6/8	no	no	10
2022/6/8	no	no	10
2022/6/8	no	no	10
2022/6/8	no	no	10
2022/6/8	no	no	10
2022/6/8	no	no	10
2022/6/8	no	no	10
2022/6/8	no	no	10
2022/6/8	no	no	10
2022/6/8	no	no	10
2022/6/8	no	no	10
2022/6/8	no	no	10
2022/6/8	no	no	10
2022/6/8	no	no	10
2022/6/8	no	no	10
2022/6/8	no	no	10
2022/6/8	no	no	10
2022/6/8	no	no	10
2022/6/8	no	no	10
2022/6/8	no	no	10
2022/6/8	no	no	10
2022/6/8	no	no	10
2022/6/8	no	no	10
2022/6/8	no	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/9/13	Diploid	no	10
2022/3/3	Tetraploid	haplotype	10
2022/3/3	Tetraploid	haplotype	10
2022/3/3	Tetraploid	haplotype	10
2022/3/3	Tetraploid	haplotype	10
2022/3/3	Tetraploid	no	10
2023/4/6	no	no	10
2023/4/6	no	no	10
2023/4/6	no	no	10
2023/4/6	no	no	10
2023/4/6	no	no	10
2023/4/6	no	no	10
2023/4/6	no	no	10
2023/4/6	no	no	10
2023/4/6	no	no	10
2023/4/6	no	no	10
2023/4/6	no	no	10
2023/6/1	no	no	10
2021/1/13	Diploid	no	10
2021/1/13	Diploid	no	10
2021/6/3	Diploid	no	10
2021/6/3	Diploid	no	10
2023/4/25	no	no	10
2021/1/30	no	no	10
2021/1/19	Diploid	no	10
2021/1/19	Diploid	no	10
2022/12/25	Diploid	no	10
2023/4/1	no	no	10
2021/7/29	Diploid	no	10
2021/9/17	Diploid	no	10
2022/7/1	Diploid	no	10
2022/7/27	no	no	10
2023/2/9	Diploid	no	10
2022/6/20	no	no	10
2022/6/20	no	no	10
2022/9/19	Diploid	no	10
2021/3/26	Diploid	no	10
2022/10/21	Diploid	no	10
2022/10/21	Diploid	no	10
2021/1/14	Diploid	no	10
2022/6/29	Tetraploid	no	10
2023/4/19	no	no	10
2021/5/8	Diploid	no	10
2022/1/1	no	no	10
2022/3/16	no	no	10
2022/4/12	no	no	10
2021/3/22	Diploid	no	10
2021/12/15	no	no	10
2023/4/13	no	no	10
2023/3/16	no	no	10
2023/3/16	no	no	10
2023/3/16	no	no	10
2023/3/16	no	no	10
2023/3/16	no	no	10
2023/3/16	no	no	10
2023/3/16	no	no	10
2023/3/16	no	no	10
2023/3/16	no	no	10
2023/9/2	no	no	10
2023/9/7	Diploid	no	10
2023/9/7	no	no	10
2023/9/7	no	no	10
2023/8/10	Tetraploid	no	10
2023/8/10	Tetraploid	no	10
2023/8/28	Diploid	no	10
2023/8/28	Diploid	no	10
2023/8/28	Diploid	no	10
2023/8/28	Diploid	no	10
2023/7/24	Tetraploid	no	10
2023/7/17	Diploid	no	10
2023/12/19	Diploid	no	10
2023/7/24	Diploid	no	10
2023/7/24	Diploid	no	10
2023/7/24	Diploid	no	10
2023/7/24	Diploid	no	10
2023/7/24	Diploid	no	10
2023/7/24	Diploid	no	10
2023/7/24	Diploid	no	10
2023/7/24	Diploid	no	10
2023/7/24	Diploid	no	10
2023/7/24	Diploid	no	10
2020/8/13	no	no	9
2019/9/20	Diploid	no	9
2017/12/12	Diploid	no	9
2019/4/22	no	no	9
2015/4/11	Diploid	no	9
2020/7/8	no	no	9
2020/3/13	Tetraploid	no	9
2018/3/6	Tetraploid	no	9
2014/9/4	Diploid	no	9
2018/11/6	Diploid	no	9
2020/10/26	no	no	9
2020/6/18	no	no	9
2019/8/16	no	no	9
2018/10/9	no	no	9
2016/9/22	Diploid	no	9
2023/5/19	Diploid	no	9
2023/5/19	Diploid	no	9
2021/7/8	Diploid	no	9
2021/6/1	no	no	9
2021/1/15	Diploid	no	9
2022/4/28	Diploid	no	9
2022/4/28	no	no	9
2021/4/14	Diploid	no	9
2022/4/5	no	no	9
2022/10/5	Diploid	no	9
2021/3/2	Tetraploid	no	9
2022/10/6	no	no	9
2023/2/9	Diploid	no	9
2022/10/27	no	no	9
2023/2/21	no	no	9
2022/4/1	no	no	9
2022/7/25	Hexaploid	no	9
2021/11/22	Diploid	no	9
2022/12/27	no	no	9
2022/12/21	no	no	9
2022/10/12	Tetraploid	no	9
2022/10/6	no	no	9
2023/9/11	Diploid	no	9
2023/11/15	Diploid	no	9
2023/7/17	no	no	9
2018/8/21	Diploid	no	8
2020/6/1	no	no	8
2022/4/9	no	no	7
2022/1/5	Diploid	no	7
2022/8/22	no	no	7
2018/6/4	Diploid	no	6
2016/5/24	Diploid	no	6
2018/10/18	Diploid	no	6
2019/1/27	no	no	6
2020/5/22	no	no	6
2020/1/17	Diploid	no	6
2014/9/10	Diploid	no	6
2016/1/20	Diploid	no	6
2017/4/18	no	no	6
2020/2/13	no	no	6
2014/9/10	no	no	6
2017/5/22	Diploid	no	6
2018/2/10	Diploid	no	6
2017/4/12	Diploid	no	6
2020/1/17	no	no	6
2020/7/1	no	no	6
2020/11/18	no	no	6
2019/12/3	no	no	6
2017/8/25	no	no	6
2021/10/19	Diploid	no	6
2021/7/23	Diploid	no	6
2021/12/17	Diploid	no	6
2021/12/17	Triploid	no	6
2023/1/2	Diploid	haplotype	6
2023/1/2	Diploid	haplotype	6
2022/6/9	Diploid	no	6
2021/6/1	Diploid	no	6
2022/6/28	no	no	6
2023/4/11	Hexaploid	no	6
2022/4/28	no	no	6
2022/4/28	no	no	6
2022/4/28	no	no	6
2021/10/7	Diploid	no	6
2022/6/25	no	no	6
2022/10/5	Diploid	no	6
2021/12/1	Diploid	no	6
2022/5/14	no	no	6
2022/1/18	Diploid	no	6
2022/1/4	no	no	6
2023/6/1	Diploid	no	6
2021/11/10	no	no	6
2022/6/25	Diploid	no	6
2022/6/25	no	no	6
2022/6/25	no	no	6
2022/6/25	no	no	6
2023/2/8	no	no	6
2021/3/25	Diploid	no	6
2022/6/6	Tetraploid	no	6
2023/3/29	Diploid	no	6
2022/4/8	Diploid	no	6
2023/2/1	Diploid	no	6
2023/6/13	no	no	6
2023/6/21	Diploid	no	6
2023/2/1	Tetraploid	no	6
2023/3/31	no	no	6
2023/4/16	no	no	6
2023/4/16	no	no	6
2023/4/5	no	no	6
2023/11/17	Hexaploid	no	6
2023/7/20	Diploid	no	6
2023/7/20	no	no	6
2023/11/13	Diploid	no	6
2023/9/5	no	no	6
2023/9/17	no	no	6
2023/9/17	no	no	6
2023/9/17	no	haplotype	6
