Genomesize	ContigN50	Platform
2050.00	11.88	NGS
823.00	11.70	NGS
985.20	11.60	NGS
626.00	11.45	NGS
462.00	11.36	Other_TGS
1548.00	11.20	NGS
56.80	11.14	NGS
237.40	11.11	NGS
557.00	11.00	NGS
271.70	11.00	Sanger
1185.00	10.79	Other_TGS
514.00	10.70	Other_TGS
793.24	10.57	NGS
112.30	10.30	NGS
686.00	10.30	No_info
183.00	10.17	No_info
1750.00	10.12	Other_TGS
254.00	10.10	NGS
18225.00	10.01	Other_TGS
914.00	9.76	NGS
786.00	9.72	NGS
2200.00	9.60	NGS
120.36	9.53	NGS
301.80	9.50	Other_TGS
1535.00	9.37	NGS
69.70	9.17	NGS
336.00	9.15	NGS
456.54	8.80	NGS
459.50	8.70	NGS
1540.00	8.45	NGS
316.42	8.38	No_info
303.00	8.26	No_info
660.50	8.26	NGS
20100.00	8.21	NGS
669.00	8.20	NGS
65.35	8.09	NGS
7084.00	8.08	NGS
1390.00	8.07	NGS
27.69	7.99	NGS
147.00	7.47	No_info
135.70	7.40	NGS
379.00	7.32	Other_TGS
371.00	7.26	NGS
343.70	7.21	Other_TGS
362.00	7.21	No_info
383.00	7.12	NGS
22420.00	6.76	NGS
466.00	6.69	Sanger
26.50	6.69	NGS
577.30	6.57	NGS
830.00	6.50	NGS
380.00	6.44	NGS
51.99	6.37	No_info
452.42	6.25	NGS
249.00	6.08	NGS
212.00	6.01	NGS
4840.00	5.94	Other_TGS
691.00	5.84	NGS
598.00	5.81	NGS
43.40	5.79	NGS
330.00	5.72	NGS
836.00	5.65	NGS
331.00	5.16	No_info
739.00	5.10	NGS
564.00	5.08	NGS
797.93	5.05	NGS
612.00	5.00	NGS
20800.00	5.00	NGS
264.50	4.90	NGS
19600.00	4.87	NGS
301.00	4.86	No_info
423.52	4.69	NGS
792.00	4.60	NGS
4244.00	4.51	NGS
853.35	4.40	NGS
204.00	4.30	No_info
618.30	4.26	NGS
27600.00	4.25	Other_TGS
431.00	4.25	NGS
420.00	4.21	NGS
371.60	4.19	NGS
184.00	4.16	No_info
334.00	4.09	No_info
285.85	3.83	NGS
1614.00	3.75	NGS
385.00	3.71	No_info
335.60	3.70	NGS
358.00	3.56	NGS
518.00	3.52	NGS
680.10	3.50	NGS
318.00	3.46	NGS
4660.00	3.42	NGS
199.60	3.31	NGS
629.66	3.17	NGS
115.00	3.10	NGS
12.40	3.04	NGS
314.60	2.94	NGS
361.00	2.83	No_info
932.00	2.79	NGS
2560.00	2.77	NGS
374.00	2.56	NGS
2197.50	2.55	NGS
18160.00	2.48	NGS
2074.00	2.46	NGS
488.00	2.44	NGS
414.05	2.34	NGS
631.00	2.32	NGS
697.80	2.20	NGS
942.00	2.20	NGS
209.00	2.15	NGS
1010.00	1.89	NGS
273.00	1.88	NGS
182.59	1.88	No_info
1060.00	1.87	NGS
410.00	1.76	Other_TGS
459.00	1.74	NGS
2800.00	1.71	NGS
23.00	1.60	Other_TGS
1021.00	1.55	NGS
164.00	1.51	No_info
525.00	1.49	NGS
409.36	1.48	NGS
4980.00	1.43	NGS
203.70	1.29	NGS
475.00	1.29	No_info
206.40	1.28	NGS
12342.00	1.10	NGS
411.00	1.10	NGS
290.00	0.94	No_info
672.00	0.83	NGS
150.00	0.83	No_info
199.00	0.80	No_info
364.00	0.74	NGS
214.20	0.72	NGS
2050.00	0.64	NGS
402.50	0.47	NGS
121.00	0.45	NGS
1150.00	0.42	NGS
866.00	0.37	NGS
493.00	0.30	NGS
248.00	0.24	NGS
